0.000000
20.000000	4013.200000
20.000000	4026.990000
20.000000	4027.010000
20.000000	4052.990000
20.000000	4053.010000
20.000000	4067.990000
20.000000	4068.010000
20.000000	4080.990000
20.000000	4081.010000
20.000000	4085.912000
20.000000	4109.990000
20.000000	4110.010000
20.000000	4113.200000
20.000000	4139.990000
20.000000	4140.010000
20.000000	4167.990000
20.000000	4168.010000
20.000000	4187.990000
20.000000	4203.990000
20.000000	4204.010000
20.000000	4213.200000
20.000000	4232.990000
20.000000	4233.010000
20.000000	4253.990000
20.000000	4254.010000
20.000000	4281.990000
20.000000	4282.010000
20.000000	4290.106000
20.000000	4301.990000
20.000000	4302.010000
20.000000	4313.200000
20.000000	4342.095000
20.000000	4370.990000
20.000000	4371.010000
20.000000	4392.403000
20.000000	4398.990000
20.000000	4399.010000
20.000000	4413.200000
20.000000	4426.990000
20.000000	4427.010000
20.000000	4455.990000
20.000000	4456.010000
20.000000	4485.990000
20.000000	4486.010000
20.000000	4496.201000
20.000000	4513.200000
20.000000	4515.990000
20.000000	4516.010000
20.000000	4540.990000
20.000000	4541.010000
20.000000	4569.990000
20.000000	4570.010000
20.000000	4599.990000
20.000000	4600.010000
20.000000	4602.259000
20.000000	4613.200000
20.000000	4627.990000
20.000000	4628.010000
20.000000	4655.990000
20.000000	4656.010000
20.000000	4657.000000
20.000000	4683.906000
20.000000	4710.812000
20.000000	4713.200000
20.000000	4714.990000
20.000000	4715.010000
20.000000	4741.990000
20.000000	4742.010000
20.000000	4771.990000
20.000000	4772.010000
20.000000	4813.200000
20.000000	4820.874000
20.000000	4832.990000
20.000000	4833.010000
20.000000	4858.990000
20.000000	4859.010000
20.000000	4888.990000
20.000000	4889.010000
20.000000	4913.200000
20.000000	4918.990000
20.000000	4919.010000
20.000000	4927.871000
20.000000	4931.990000
20.000000	4932.010000
20.000000	4968.000000
1.000000
17.644760	4013.200000
17.312883	4026.990000
17.312400	4027.010000
16.720689	4052.990000
16.720263	4053.010000
16.397426	4067.990000
16.397017	4068.010000
16.127409	4080.990000
16.126992	4081.010000
16.027498	4085.912000
15.556559	4109.990000
15.556192	4110.010000
15.495943	4113.200000
15.008459	4139.990000
15.008118	4140.010000
14.532284	4167.990000
14.531948	4168.010000
14.211029	4187.990000
13.964294	4203.990000
13.963985	4204.010000
13.826208	4213.200000
13.538711	4232.990000
13.538420	4233.010000
13.246744	4253.990000
13.246466	4254.010000
12.877085	4281.990000
12.876823	4282.010000
12.772854	4290.106000
12.619934	4301.990000
12.619674	4302.010000
12.479044	4313.200000
12.130460	4342.095000
11.801469	4370.990000
11.801243	4371.010000
11.569595	4392.403000
11.500966	4398.990000
11.500753	4399.010000
11.355956	4413.200000
11.219096	4426.990000
11.218904	4427.010000
10.943038	4455.990000
10.942845	4456.010000
10.673088	4485.990000
10.672914	4486.010000
10.584610	4496.201000
10.440896	4513.200000
10.417727	4515.990000
10.417562	4516.010000
10.215394	4540.990000
10.215235	4541.010000
9.991865	4569.990000
9.991721	4570.010000
9.772310	4599.990000
9.772172	4600.010000
9.756167	4602.259000
9.679133	4613.200000
9.577115	4627.990000
9.576983	4628.010000
9.390653	4655.990000
9.390526	4656.010000
9.384094	4657.000000
9.658801	4683.906000
9.947928	4710.812000
9.974320	4713.200000
9.994187	4714.990000
9.994407	4715.010000
10.302977	4741.990000
10.303211	4742.010000
10.669021	4771.990000
10.669286	4772.010000
11.218937	4813.200000
11.328034	4820.874000
11.504938	4832.990000
11.505230	4833.010000
11.905058	4858.990000
11.905370	4859.010000
12.409671	4888.990000
12.410010	4889.010000
12.857960	4913.200000
12.971206	4918.990000
12.971617	4919.010000
13.149205	4927.871000
13.233491	4931.990000
13.233898	4932.010000
14.023566	4968.000000
0.000000
20.000000	4013.200000
20.000000	4026.990000
20.000000	4027.010000
20.000000	4052.990000
20.000000	4053.010000
20.000000	4067.990000
20.000000	4068.010000
20.000000	4080.990000
20.000000	4081.010000
20.000000	4085.912000
20.000000	4109.990000
20.000000	4110.010000
20.000000	4113.200000
20.000000	4139.990000
20.000000	4140.010000
20.000000	4167.990000
20.000000	4168.010000
20.000000	4187.990000
20.000000	4203.990000
20.000000	4204.010000
20.000000	4213.200000
20.000000	4232.990000
20.000000	4233.010000
20.000000	4253.990000
20.000000	4254.010000
